Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - menu""), 0)",,Tap on the menu button,,27-03-2025 22:38:18,27-03-2025 22:38:18,0.172s,PASSED
delay(30),,Wait for 30 seconds for the menu to open,,27-03-2025 22:38:18,27-03-2025 22:38:48,30.011s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.TextView - Terms and Conditions-Menu""), 0)",,"Tap on the ""Terms and Conditions"" option in the menu",,27-03-2025 22:38:48,27-03-2025 22:39:03,15.237s,PASSED
delay(30),,,,27-03-2025 22:39:03,27-03-2025 22:39:33,30.007s,PASSED
"if (waitForElementPresent(findTestObject(""Object Repository/Repo/android.view.View-Terms and conditions web""), 30, CONTINUE_ON_FAILURE))",,"Verify if the ""Terms and Conditions"" webview is present",,27-03-2025 22:39:33,27-03-2025 22:40:03,30.057s,PASSED
else,,,,27-03-2025 22:40:03,27-03-2025 22:40:03,0.003s,PASSED
delay(30),,Wait for 30 seconds,,27-03-2025 22:40:03,27-03-2025 22:40:33,30.012s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.ImageButton-Cancel web""), 0)",,Tap on the cancel button to close the webview,,27-03-2025 22:40:33,27-03-2025 22:40:33,0.171s,PASSED
delay(15),,Wait for 15 seconds,,27-03-2025 22:40:33,27-03-2025 22:40:48,15.015s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - menu""), 0)",,Tap on the menu button again to open the menu fly-out,,27-03-2025 22:40:48,27-03-2025 22:40:53,4.567s,PASSED
delay(30),,Wait for 30 seconds for the menu to open,,27-03-2025 22:40:53,27-03-2025 22:41:23,30.008s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.TextView - Privacy Policy-Menu""), 0)",,"Tap on the ""Privacy Policy"" option in the menu",,27-03-2025 22:41:23,27-03-2025 22:41:47,24.507s,PASSED
"if (waitForElementPresent(findTestObject(""Object Repository/Repo/android.widget.TextView - Privacy Policy-web""), 30, CONTINUE_ON_FAILURE))",,"Verify if the ""Privacy Policy"" webview is present",,27-03-2025 22:41:47,27-03-2025 22:42:17,30.051s,PASSED
else,,,,27-03-2025 22:42:17,27-03-2025 22:42:17,0.002s,PASSED
delay(30),,Wait for 30 seconds for the Privacy Policy page to load,,27-03-2025 22:42:17,27-03-2025 22:42:47,30.011s,PASSED
closeApplication(),,Close the application successfully,,27-03-2025 22:42:47,27-03-2025 22:42:49,1.860s,PASSED
