Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"gainAccessText = TextView - Gain access to a""), 0).trim()",,Get and verify Gain Access text,,27-03-2025 19:58:03,27-03-2025 19:58:03,0.105s,PASSED
"println(""Gain Access Text: "" + gainAccessText)",,,,27-03-2025 19:58:03,27-03-2025 19:58:03,0.001s,PASSED
"verifyEqual(gainAccessText, ""Gain access to a"", STOP_ON_FAILURE)",,,,27-03-2025 19:58:03,27-03-2025 19:58:03,0.001s,PASSED
delay(5),,,,27-03-2025 19:58:03,27-03-2025 19:58:08,5.010s,PASSED
"customizedExperienceText = TextView - customized experience""), 0).trim()",,Get and verify Customized Experience text,,27-03-2025 19:58:08,27-03-2025 19:58:08,0.115s,PASSED
"println(""Customized Experience Text: "" + customizedExperienceText)",,,,27-03-2025 19:58:08,27-03-2025 19:58:08,0.000s,PASSED
"verifyEqual(customizedExperienceText, ""customized experience"", STOP_ON_FAILURE)",,,,27-03-2025 19:58:08,27-03-2025 19:58:08,0.001s,PASSED
delay(5),,,,27-03-2025 19:58:08,27-03-2025 19:58:13,5.009s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.TextView - Login""), 0)",,Verify Login button is present,,27-03-2025 19:58:13,27-03-2025 19:58:36,22.274s,PASSED
delay(5),,,,27-03-2025 19:58:36,27-03-2025 19:58:41,5.007s,PASSED
"loginText = TextView - Login""), 0).trim()",,Get and verify Login text,,27-03-2025 19:58:41,27-03-2025 19:58:41,0.104s,PASSED
"println(""Login Text: "" + loginText)",,,,27-03-2025 19:58:41,27-03-2025 19:58:41,0.000s,PASSED
"verifyEqual(loginText, ""Login"", STOP_ON_FAILURE)",,,,27-03-2025 19:58:41,27-03-2025 19:58:41,0.001s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.TextView - Login""), 0)",,Tap on Login,,27-03-2025 19:58:41,27-03-2025 19:58:41,0.083s,PASSED
delay(30),,,,27-03-2025 19:58:41,27-03-2025 19:59:11,30.012s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.TextView - WESTGATE Online Account Management""), 0)",,Verify WESTGATE Online Account Management text is present,,27-03-2025 19:59:11,27-03-2025 19:59:11,0.085s,PASSED
delay(5),,,,27-03-2025 19:59:11,27-03-2025 19:59:16,5.009s,PASSED
"westgateText = TextView - WESTGATE Online Account Management""), 0).trim()",,Get and verify WESTGATE Online Account Management text,,27-03-2025 19:59:16,27-03-2025 19:59:16,0.092s,PASSED
"println(""WESTGATE Text: "" + westgateText)",,,,27-03-2025 19:59:16,27-03-2025 19:59:16,0.000s,PASSED
"verifyEqual(westgateText, ""WESTGATE Online Account Management"", STOP_ON_FAILURE)",,,,27-03-2025 19:59:16,27-03-2025 19:59:16,0.001s,PASSED
closeApplication(),,Close the application,,27-03-2025 19:59:16,27-03-2025 19:59:18,1.930s,PASSED
