Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"println(""My Account screen verification successful."")",,,,27-03-2025 20:20:19,27-03-2025 20:20:19,0.000s,PASSED
"println(""All test verifications completed successfully!"")",,,,27-03-2025 20:20:19,27-03-2025 20:20:19,0.001s,PASSED
closeApplication(),,Close the mobile application,,27-03-2025 20:20:19,27-03-2025 20:20:21,2.232s,PASSED
,,,,,,,
Test Cases/Guest User Mode/C764-C793_GuestUserMode,,Verify that the Login Now tile is redirected to the OAM website,,27-03-2025 20:23:27,27-03-2025 20:26:05,2m - 38.445s,PASSED
"startApplication(""/Users/gv.vignesh/Downloads/WGR-Android-Automation/App Folder/app-debug.apk"", true)",,Launch the application,,27-03-2025 20:23:27,27-03-2025 20:23:31,4.836s,PASSED
delay(10),,,,27-03-2025 20:23:31,27-03-2025 20:23:41,10.012s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.view.View - Home""), 0)",,Verify Home element exists,,27-03-2025 20:23:41,27-03-2025 20:23:42,0.161s,PASSED
delay(5),,,,27-03-2025 20:23:42,27-03-2025 20:23:47,5.008s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.view.View - Home""), 0)",,Tap on Home,,27-03-2025 20:23:47,27-03-2025 20:23:47,0.133s,PASSED
delay(10),,,,27-03-2025 20:23:47,27-03-2025 20:23:57,10.009s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.view.View - Home (1)""), 0)",,Verify Home element exists after tapping,,27-03-2025 20:23:57,27-03-2025 20:23:57,0.112s,PASSED
delay(5),,,,27-03-2025 20:23:57,27-03-2025 20:24:02,5.008s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.TextView-Slide""), 0)",,Verify Slide text is present,,27-03-2025 20:24:02,27-03-2025 20:24:02,0.096s,PASSED
startX = 1000,,Perform Swipe action,,27-03-2025 20:24:02,27-03-2025 20:24:02,0.000s,PASSED
startY = 2000,,,,27-03-2025 20:24:02,27-03-2025 20:24:02,0.000s,PASSED
endX = 200,,,,27-03-2025 20:24:02,27-03-2025 20:24:02,0.000s,PASSED
endY = 1000,,,,27-03-2025 20:24:02,27-03-2025 20:24:02,0.000s,PASSED
"swipe(startX, startY, endX, endY)",,,,27-03-2025 20:24:02,27-03-2025 20:24:03,0.846s,PASSED
delay(5),,,,27-03-2025 20:24:03,27-03-2025 20:24:08,5.016s,PASSED
"homeText = View - Home (1)""), 0).trim()",,Get and verify Home text,,27-03-2025 20:24:08,27-03-2025 20:24:08,0.103s,PASSED
"println(""Home Text: "" + homeText)",,,,27-03-2025 20:24:08,27-03-2025 20:24:08,0.000s,PASSED
"verifyEqual(homeText, ""Home"", STOP_ON_FAILURE)",,,,27-03-2025 20:24:08,27-03-2025 20:24:08,0.001s,PASSED
delay(5),,,,27-03-2025 20:24:08,27-03-2025 20:24:13,5.007s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.view.View - My Account (1)""), 0)",,Verify My Account element exists,,27-03-2025 20:24:13,27-03-2025 20:24:13,0.091s,PASSED
delay(5),,,,27-03-2025 20:24:13,27-03-2025 20:24:18,5.008s,PASSED
"myAccountText = View - My Account (1)""), 0).trim()",,Get and verify My Account text,,27-03-2025 20:24:18,27-03-2025 20:24:18,0.096s,PASSED
"println(""My Account Text: "" + myAccountText)",,,,27-03-2025 20:24:18,27-03-2025 20:24:18,0.000s,PASSED
"verifyEqual(myAccountText, ""My Account"", STOP_ON_FAILURE)",,,,27-03-2025 20:24:18,27-03-2025 20:24:18,0.001s,PASSED
delay(15),,,,27-03-2025 20:24:18,27-03-2025 20:24:33,15.009s,PASSED
"scrollToText(""Recommended for you"")",,Scroll to text: Recommended for you,,27-03-2025 20:24:33,27-03-2025 20:24:37,3.646s,PASSED
delay(5),,,,27-03-2025 20:24:37,27-03-2025 20:24:42,5.012s,PASSED
delay(5),,,,27-03-2025 20:24:42,27-03-2025 20:24:47,5.009s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.TextView - RECOMMENDED FOR YOU""), 0)",,Verify Recommended for you text is present,,27-03-2025 20:24:47,27-03-2025 20:24:47,0.104s,PASSED
delay(5),,,,27-03-2025 20:24:47,27-03-2025 20:24:52,5.004s,PASSED
"recommendedText = TextView - RECOMMENDED FOR YOU""), 0).trim()",,Get and verify Recommended for you text,,27-03-2025 20:24:52,27-03-2025 20:24:52,0.096s,PASSED
"println(""Recommended Text: "" + recommendedText)",,,,27-03-2025 20:24:52,27-03-2025 20:24:52,0.000s,PASSED
"verifyEqual(recommendedText, ""RECOMMENDED FOR YOU"", STOP_ON_FAILURE)",,,,27-03-2025 20:24:52,27-03-2025 20:24:52,0.001s,PASSED
delay(5),,,,27-03-2025 20:24:52,27-03-2025 20:24:57,5.007s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.TextView - THINGS TO DO""), 0)",,Verify Things to Do section is present,,27-03-2025 20:24:57,27-03-2025 20:24:57,0.088s,PASSED
delay(5),,,,27-03-2025 20:24:57,27-03-2025 20:25:02,5.007s,PASSED
"thingsToDoText = TextView - THINGS TO DO""), 0).trim()",,Get and verify Things to Do text,,27-03-2025 20:25:02,27-03-2025 20:25:02,0.096s,PASSED
"println(""Things to Do Text: "" + thingsToDoText)",,,,27-03-2025 20:25:02,27-03-2025 20:25:02,0.000s,PASSED
"verifyEqual(thingsToDoText, ""THINGS TO DO"", STOP_ON_FAILURE)",,,,27-03-2025 20:25:02,27-03-2025 20:25:02,0.001s,PASSED
delay(5),,,,27-03-2025 20:25:02,27-03-2025 20:25:07,5.007s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.view.View-gain access""), 0)",,Verify Gain Access section is present,,27-03-2025 20:25:07,27-03-2025 20:25:07,0.092s,PASSED
delay(5),,,,27-03-2025 20:25:07,27-03-2025 20:25:12,5.007s,PASSED
"gainAccessText = TextView - Gain access to a""), 0).trim()",,Get and verify Gain Access text,,27-03-2025 20:25:12,27-03-2025 20:25:12,0.103s,PASSED
"println(""Gain Access Text: "" + gainAccessText)",,,,27-03-2025 20:25:12,27-03-2025 20:25:12,0.000s,PASSED
"verifyEqual(gainAccessText, ""Gain access to a"", STOP_ON_FAILURE)",,,,27-03-2025 20:25:12,27-03-2025 20:25:12,0.001s,PASSED
delay(5),,,,27-03-2025 20:25:12,27-03-2025 20:25:17,5.007s,PASSED
"customizedExperienceText = TextView - customized experience""), 0).trim()",,Get and verify Customized Experience text,,27-03-2025 20:25:17,27-03-2025 20:25:18,0.104s,PASSED
"println(""Customized Experience Text: "" + customizedExperienceText)",,,,27-03-2025 20:25:18,27-03-2025 20:25:18,0.000s,PASSED
"verifyEqual(customizedExperienceText, ""customized experience"", STOP_ON_FAILURE)",,,,27-03-2025 20:25:18,27-03-2025 20:25:18,0.000s,PASSED
delay(5),,,,27-03-2025 20:25:18,27-03-2025 20:25:23,5.007s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.TextView - Login""), 0)",,Verify Login button is present,,27-03-2025 20:25:23,27-03-2025 20:25:23,0.086s,PASSED
delay(5),,,,27-03-2025 20:25:23,27-03-2025 20:25:28,5.006s,PASSED
"loginText = TextView - Login""), 0).trim()",,Get and verify Login text,,27-03-2025 20:25:28,27-03-2025 20:25:28,0.096s,PASSED
"println(""Login Text: "" + loginText)",,,,27-03-2025 20:25:28,27-03-2025 20:25:28,0.000s,PASSED
"verifyEqual(loginText, ""Login"", STOP_ON_FAILURE)",,,,27-03-2025 20:25:28,27-03-2025 20:25:28,0.000s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.TextView - Login""), 0)",,Tap on Login,,27-03-2025 20:25:28,27-03-2025 20:25:28,0.086s,PASSED
delay(30),,,,27-03-2025 20:25:28,27-03-2025 20:25:58,30.009s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.TextView - WESTGATE Online Account Management""), 0)",,Verify WESTGATE Online Account Management text is present,,27-03-2025 20:25:58,27-03-2025 20:25:58,0.105s,PASSED
delay(5),,,,27-03-2025 20:25:58,27-03-2025 20:26:03,5.010s,PASSED
"westgateText = TextView - WESTGATE Online Account Management""), 0).trim()",,Get and verify WESTGATE Online Account Management text,,27-03-2025 20:26:03,27-03-2025 20:26:03,0.102s,PASSED
"println(""WESTGATE Text: "" + westgateText)",,,,27-03-2025 20:26:03,27-03-2025 20:26:03,0.000s,PASSED
"verifyEqual(westgateText, ""WESTGATE Online Account Management"", STOP_ON_FAILURE)",,,,27-03-2025 20:26:03,27-03-2025 20:26:03,0.001s,PASSED
closeApplication(),,Close the application,,27-03-2025 20:26:03,27-03-2025 20:26:05,1.972s,PASSED
